Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL601057,,None,313.31,0,3.51,3k,COc1ccc(/C=C/C(=O)c2ccc([N+](=O)[O-])cc2)c(OC)c1,GI,'=',38,%,,,,UO_0000187,,,,,0,CHEMBL1067777,Growth inhibition of human Calu1 cells at 10 uM after 24 hrs by propidium iodide assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1156852,1,Scientific Literature,Bioorg Med Chem,2010,CHEMBL3308031,,,
CHEMBL598038,,None,343.34,0,3.52,3s,COc1cc(/C=C/C(=O)c2ccc([N+](=O)[O-])cc2)cc(OC)c1OC,GI,'=',100,%,,,,UO_0000187,,,,,0,CHEMBL1067777,Growth inhibition of human Calu1 cells at 10 uM after 24 hrs by propidium iodide assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1156852,1,Scientific Literature,Bioorg Med Chem,2010,CHEMBL3308031,,,
CHEMBL211632,,None,306.75,0,3.14,Fascaplysin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL214008,,None,292.38,0,3.79,CA229,Cc1ccccc1C(=O)N(C)CCc1c[nH]c2ccccc12,IC50,'=',141000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL871055,Antiproliferative activity against Calu1 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1138971,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308031,,,
CHEMBL601411,,None,282.34,0,3.91,3b,COc1ccc(/C=C/C(=O)c2ccc(C)cc2)c(OC)c1,GI,'=',37,%,,,,UO_0000187,,,,,0,CHEMBL1067777,Growth inhibition of human Calu1 cells at 10 uM after 24 hrs by propidium iodide assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1156852,1,Scientific Literature,Bioorg Med Chem,2010,CHEMBL3308031,,,
CHEMBL2035672,,None,208.22,0,0.86,19,CCOC(=O)C(C)C(=O)c1cnccn1,Activity,'=',99.2,%,,,,UO_0000187,,,,,0,CHEMBL2039354,Cytotoxicity against human Calu1 cells at 30 uM after 48 hrs by WST-1 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2034859,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2035661,,None,194.19,0,0.61,5,CCOC(=O)CC(=O)c1ccncn1,Activity,'=',12,%,,,,UO_0000187,,,,,0,CHEMBL2038774,Cytotoxicity against human Calu1 cells at 10 uM after 48 hrs by WST-1 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2034859,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL428690,ALVOCIDIB,3,401.85,0,3.3,Flavopiridol,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,Activity,'=',88,%,,,,UO_0000187,,,,,0,CHEMBL2038779,Cytotoxicity against human Calu1 cells at 1000 nM after 48 hrs by WST-1 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2034859,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2092780,,None,282.26,0,-1.67,3,Nc1nnc(O)c2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IC50,,,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL856075,Tested for in vitro cell growth inhibition of CALU-1 cells; No significant effect,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1127034,1,Scientific Literature,J Med Chem,1993,CHEMBL3308031,,,
CHEMBL2238224,,None,552.47,2,6.92,5g,COc1cc(OC)c(/C=C/C(=O)c2cccc(NC(=O)c3ccc(C(C)(C)C)cc3)c2)c(OC)c1Br,GI,'=',32,%,,,,UO_0000187,,,,,0,CHEMBL3068639,Cytotoxicity against Homo sapiens (human) Calu1 cells at 10 uM after 48 hr by propidium iodide-based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL3046347,1,Scientific Literature,Med Chem Res,2012,CHEMBL3308031,,,
CHEMBL2238235,,None,575.25,2,6.39,5e,COc1cc(OC)c(/C=C/C(=O)c2cccc(NC(=O)c3cccc(Br)c3)c2)c(OC)c1Br,GI,'=',0,%,,,,UO_0000187,,,,,0,CHEMBL3068639,Cytotoxicity against Homo sapiens (human) Calu1 cells at 10 uM after 48 hr by propidium iodide-based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL3046347,1,Scientific Literature,Med Chem Res,2012,CHEMBL3308031,,,
CHEMBL213805,,None,354.45,1,5.15,CA224,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccccc2)cc1,Activity,,,,,,Active,,,,,,0,CHEMBL853443,Inhibition of Cdk4-mediated phosphorylation of pRB in Calu1 cells at ser 780 residue at 6.2 uM after 24 hrs by Western blot analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL331,Cyclin-dependent kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1138971,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308031,,,
CHEMBL2238227,,None,510.38,2,5.93,5j,COc1cc(OC)c(/C=C/C(=O)c2cccc(NC(=O)c3cccc(C)c3)c2)c(OC)c1Br,GI,'=',22,%,,,,UO_0000187,,,,,0,CHEMBL3068639,Cytotoxicity against Homo sapiens (human) Calu1 cells at 10 uM after 48 hr by propidium iodide-based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL3046347,1,Scientific Literature,Med Chem Res,2012,CHEMBL3308031,,,
CHEMBL2035659,,None,247.7,0,2.24,3,CCOC(=O)CC(=O)c1sc(Cl)nc1C,Activity,'=',32,%,,,,UO_0000187,,,,,0,CHEMBL2038774,Cytotoxicity against human Calu1 cells at 10 uM after 48 hrs by WST-1 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2034859,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2035671,,None,257.29,0,2.62,18,CCOC(=O)C(C)C(=O)c1nccc2ccccc12,Activity,'=',20,%,,,,UO_0000187,,,,,0,CHEMBL2038774,Cytotoxicity against human Calu1 cells at 10 uM after 48 hrs by WST-1 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2034859,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2088773,,None,339.34,0,2.73,3d,COc1cc(/C=C/C(=O)OCCCCCCO[N+](=O)[O-])ccc1O,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2088775,,None,400.34,0,1.83,4a,COc1cc(/C=C/C(=O)OCCCO[N+](=O)[O-])ccc1OCCCO[N+](=O)[O-],IC50,'=',1420,nM,5.85,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL1956708,,None,608.6,3,4.91,34,CC(C)CC(=O)c1c(O)c(C=O)c(O)c(C(c2ccc3c(c2)OCO3)c2c(O)c(C=O)c(O)c(C(=O)CC(C)C)c2O)c1O,GI,'=',54,%,,,,UO_0000187,,,,,0,CHEMBL1960823,Growth inhibition of human Calu1 cells at 10 uM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL1956711,,None,640.69,3,6.85,37,CC(C)CC(=O)c1c(O)c(C=O)c(O)c(C(c2ccc(-c3ccccc3)cc2)c2c(O)c(C=O)c(O)c(C(=O)CC(C)C)c2O)c1O,GI,'=',0,%,,,,UO_0000187,,,,,0,CHEMBL1960823,Growth inhibition of human Calu1 cells at 10 uM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2088771,,None,311.29,0,1.95,3b,COc1cc(/C=C/C(=O)OCCCCO[N+](=O)[O-])ccc1O,IC50,'=',30100,nM,4.52,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL467626,ISOPENTYL FERULATE,None,264.32,0,3,1h,COc1cc(/C=C/C(=O)OCCC(C)C)ccc1O,IC50,'=',32200,nM,4.49,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL32969,,None,208.21,0,1.59,1a,COC(=O)/C=C/c1ccc(O)c(OC)c1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2088777,,None,456.45,0,3.39,4c,COc1cc(/C=C/C(=O)OCCCCCO[N+](=O)[O-])ccc1OCCCCCO[N+](=O)[O-],IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL194386,,None,314.34,0,3.31,3o,COc1cc(/C=C/C(=O)c2ccc(O)cc2)cc(OC)c1OC,GI,'=',76,%,,,,UO_0000187,,,,,0,CHEMBL1067777,Growth inhibition of human Calu1 cells at 10 uM after 24 hrs by propidium iodide assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1156852,1,Scientific Literature,Bioorg Med Chem,2010,CHEMBL3308031,,,
CHEMBL591222,,None,720.81,4,7.74,26,CC(C)CC(=O)c1c(O)c(C(=O)CC(C)C)c(O)c(C(c2ccc3c(c2)OCO3)c2c(O)c(C(=O)CC(C)C)c(O)c(C(=O)CC(C)C)c2O)c1O,IC50,'=',6500,nM,5.19,,,UO_0000065,,,,,0,CHEMBL1958661,Cytotoxicity against human Calu1 cells after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL185,FLUOROURACIL,4,130.08,0,-0.8,5-FU,O=c1[nH]cc(F)c(=O)[nH]1,IC50,'>',3.3,ug.mL-1,,,,UO_0000274,,,,,0,CHEMBL876946,In vitro inhibitory activity against growth of Human epidermoid carcinoma (Calu-1) cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1125841,1,Scientific Literature,J Med Chem,1991,CHEMBL3308031,,,
CHEMBL163316,3-O-METHYLQUERCETIN,None,316.26,0,2.29,2a,COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL4278972,,None,316.22,None,None,20,O=C(NCc1ccccc1)c1ccc2n[se]nc2c1,Activity,'=',97.8,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4291936,,None,303.18,None,None,14,O=C(Nc1ccncc1)c1ccc2n[se]nc2c1,Activity,'=',79.6,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4277901,,None,344.28,None,None,23,O=C(NCCCc1ccccc1)c1ccc2n[se]nc2c1,Activity,'=',13.8,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4280871,,None,395.18,None,None,7,C[Se]c1ccc(NC(=O)c2ccc3n[se]nc3c2)cc1,TGI,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL4273895,Antiproliferative activity against human HTB-54 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL2035663,,None,228.63,0,1.27,8,CCOC(=O)CC(=O)c1cnc(Cl)cn1,Activity,'=',31,%,,,,UO_0000187,,,,,0,CHEMBL2038774,Cytotoxicity against human Calu1 cells at 10 uM after 48 hrs by WST-1 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2034859,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL3326857,,None,358.35,0,3.46,3d,CCCCOc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,IC50,'=',25310,nM,4.6,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL3763388,,None,340.38,0,1.98,3f,CN(/N=C/c1ccc(C(=O)NO)cc1)C(=O)c1ccc(N(C)C)cc1,Inhibition,,,%,,,Active,UO_0000187,,,,,0,CHEMBL3766851,Inhibition of cell migration in human Calu1 cells at 27 and 54 nM after 48 hrs by scratch test,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL3763045,1,Scientific Literature,J Med Chem,2016,CHEMBL3308031,,,
CHEMBL3326854,,None,358.35,0,3.46,2d,CCCCOc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL3326856,,None,344.32,0,3.07,3c,CCCOc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,IC50,'=',26460,nM,4.58,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL553482,,None,548.63,1,0.97,14,C[C@@H]1C[C@@H](O)[C@]2(O)O[C@@H]3C[C@@]4(C=O)[C@@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54O)C[C@H]3O[C@@H]2O1,IC50,'=',7000,nM,5.16,,,UO_0000065,,,,,0,CHEMBL4373612,Antiproliferative activity against human Calu1 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4371101,1,Scientific Literature,J Nat Prod,2019,CHEMBL3308031,,,
CHEMBL4466009,,None,430.4,0,0.99,16,COP(=O)(N[C@@H](C)C(=O)OC(C)C)OC[C@@H]1C[C@H]2C[C@@]2(n2ccc(N)nc2=O)O1,Activity,,,,,,Not Active,,,,,,0,CHEMBL4332964,Antiviral activity against GFP-fused RSV infected in Calu1 cells assessed as reduction in viral infection,F,BAO_0000218,organism-based format,Rice stripe virus,None,None,None,None,,,,CHEMBL4513208,Rice stripe virus,Rice stripe virus,ORGANISM,CHEMBL4330123,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,,
CHEMBL17362,,None,222.24,0,2.06,2c,CCCOC(=O)/C=C/c1ccc(O)c(O)c1,IC50,'=',17700,nM,4.75,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2035666,,None,193.2,0,1.22,11,CCOC(=O)CC(=O)c1cccnc1,Activity,'=',30,%,,,,UO_0000187,,,,,0,CHEMBL2038774,Cytotoxicity against human Calu1 cells at 10 uM after 48 hrs by WST-1 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2034859,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL213805,,None,354.45,1,5.15,CA224,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccccc2)cc1,Activity,'=',64,%,,,,UO_0000187,,,,,0,CHEMBL871064,Cell cycle arrest in serum-starved Calu1 cells by accumulation at G0/G1 phase after 24 hrs by FACS analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1138971,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308031,,,
CHEMBL1171837,PONATINIB,4,532.57,1,4.46,AP-24534,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,IC50,'=',1653.86,nM,5.78,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL585951,,None,502.55,1,2.7,JNK-9L,Fc1cc(-c2cc[nH]/c(=N/c3ccc(-n4cnc(N5CCOCC5)n4)cc3)n2)cc(N2CCOCC2)c1,IC50,'=',3115.35,nM,5.51,,,UO_0000065,,,,,0,CHEMBL2363158,SANGER: Inhibition of human Calu-1 cell growth in a cell viability assay.,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1201861,5,Sanger Institute Genomics of Drug Sensitivity in Cancer,,,CHEMBL3308031,,,
CHEMBL2088767,,None,250.29,0,2.61,1f,COc1cc(/C=C/C(=O)OCC(C)C)ccc1O,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2086810,,None,442.42,0,3.08,6c,O=C(/C=C/c1ccc(OCCCCCO[N+](=O)[O-])c(O)c1)OCCCCCO[N+](=O)[O-],IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL3326853,,None,344.32,0,3.07,2c,CCCOc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,IC50,'=',7080,nM,5.15,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL3326996,,None,386.4,0,4.15,4c,CCCOc1cc(O)c2c(=O)c(OCCC)c(-c3ccc(O)c(O)c3)oc2c1,IC50,'=',31870,nM,4.5,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL2088772,,None,325.32,0,2.34,3c,COc1cc(/C=C/C(=O)OCCCCCO[N+](=O)[O-])ccc1O,IC50,'=',26300,nM,4.58,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2088764,,None,236.27,0,2.37,1c,CCCOC(=O)/C=C/c1ccc(O)c(OC)c1,IC50,'=',48900,nM,4.31,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL4281319,,None,294.22,None,None,13,O=C(c1ccc2n[se]nc2c1)N1CCCCC1,Activity,'=',102.7,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4292995,,None,334.26,None,None,9,O=C(Nc1ccc(S)cc1)c1ccc2n[se]nc2c1,Activity,'=',65.3,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
